;Produit;Prix moyen;Variation;Prix min;Prix max
2482; POMME DE TERRE CHAIR FERME peau jaune de conservation France non lavée-lavable cat.I 35-55mm big bag consommation ;210.00; =;  ;  
2483; POMME DE TERRE CHAIR FERME peau rouge de conservation France non lavée-lavable cat.I 35-55mm big bag consommation ;350.00; =;  ;  
2484; POMME DE TERRE CHAIR NORMALE Agata de conservation France lavée cat.I 50-75mm carton 12,5kg consommation ;520.00; =; 460.00; 570.00
2485; POMME DE TERRE CHAIR NORMALE Agata de conservation France lavée cat.I 50-75mm filet 2,5kg consommation ;500.00; =; 450.00; 520.00
2486; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 40-75mm filet 10kg ;140.00; =; 120.00; 160.00
2487; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 40-75mm filet 25kg ;130.00; =; 110.00; 150.00
2488; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 50-75mm filet 10kg ;150.00; =; 130.00; 170.00
2489; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 50-75mm filet 25kg ;140.00; =; 120.00; 160.00
2490; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 60-75mm filet 25kg ;220.00; =; 200.00; 250.00
2491; POMME DE TERRE div.var.cons France lavée cat.I 40-75mm filet 10kg consommation ;230.00; =; 200.00; 280.00
2492; POMME DE TERRE div.var.cons France lavée cat.I 40-75mm filet 5kg consommation ;240.00; =; 210.00; 290.00
2493; POMME DE TERRE div.var.cons France lavée cat.I 50-75mm filet 10kg consommation ;240.00; =; 210.00; 290.00
2494; POMME DE TERRE div.var.cons France lavée cat.I 50-75mm filet 5kg consommation ;250.00; =; 220.00; 300.00
2495; POMME DE TERRE Agata France lavable cat.I 40-70mm sac 1tonne (la tonne) ;180.00; -20.00; 120.00; 200.00
2496; POMME DE TERRE Agata France lavée cat.I +40mm filet 10kg consommation (la tonne) ;230.00; =; 200.00; 250.00
2497; POMME DE TERRE basique de conservation France lavée cat.II +50mm sac 15kg consommation (la tonne) ;170.00;  ;  ;  
2498; POMME DE TERRE CHAIR NORMALE Agata de conservation France lavée cat.I +50mm sac 25kg consommation (la tonne) ;220.00; =; 190.00; 240.00
2499; POMME DE TERRE div.var.cons France lavable cat.I 40-70mm sac 1tonne (la tonne) ;170.00; =; 120.00; 230.00
2500; POMME DE TERRE div.var.cons France non lavée cat.II 50-75mm sac 20kg (la tonne) ;90.00; =; 80.00; 110.00
2501; POMME DE TERRE div.var.cons France non lavée-lavable cat.I +45mm big bag Fritable (la tonne) ;130.00; =; 120.00; 170.00
2502; POMME DE TERRE div.var.cons France non lavée-non lavable cat.I +45mm big bag Fritable (la tonne) ;80.00; -10.00; 60.00; 100.00
2503; POMME DE TERRE épiderme rouge div.var.cons France lavable +45mm sac 1tonne (la tonne) ;150.00; =; 120.00; 180.00
2504; POMME DE TERRE épiderme rouge div.var.cons France lavée cat.I +50mm filet 15kg (la tonne) ;190.00; =; 170.00; 210.00
2505; POMME DE TERRE épiderme rouge France non lavée cat.II 50-75mm sac 20kg (la tonne) ;110.00; =; 100.00; 120.00
2506; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée 360g sous eau industrie Tout venant  35mm et + Fritable ;60.00; =; 50.00; 70.00
2507; POMME DE TERRE Fontane France +35mm vrac Fritable ;60.00; =; 50.00; 60.00
2508; POMME DE TERRE CHAIR FERME Nicola Espagne lavée biologique cat.I +35mm carton 10kg ;1.05;  ;  ;  
2509; POMME DE TERRE de conservation France biologique ;1.30; -0.01; 0.70; 1.71
2510; POMME DE TERRE primeur France biologique ;6.97;  ; 6.87; 7.35
2511; POMME DE TERRE primeur U.E. biologique ;1.38; -0.03; 1.07; 2.17
2512; POMME DE TERRE Agata France lavée cat.I 50-75mm sac 10kg ;0.45; =; 0.40; 0.50
2513; POMME DE TERRE CHAIR FERME Celtiane France lavée cat.I carton 12,5kg ;0.95; =; 0.90; 1.00
2514; POMME DE TERRE CHAIR FERME Charlotte France cat.I carton 12,5kg ;0.85; =; 0.80; 1.00
2515; POMME DE TERRE chérie France cat.I carton 12,5kg ;0.90; =; 0.80; 1.00
2516; POMME DE TERRE div.var.cons France non lavée cat.II 60-75mm sac 10kg ;0.28; =; 0.25; 0.38
2517; POMME DE TERRE Agata France lavée cat.I carton 12,5kg ;0.70; =; 0.57; 0.88
2518; POMME DE TERRE Amandine France lavée cat.I carton 12,5kg ;1.20; =; 1.10; 1.31
2519; POMME DE TERRE Bintje France cat.I +50mm sac 10kg ;0.40; +0.05; 0.30; 0.43
2520; POMME DE TERRE CHAIR FERME chérie France lavée cat.I carton 12,5kg ;1.00; =; 0.95; 1.10
2521; POMME DE TERRE Monalisa France cat.I +50mm sac 10kg ;0.60; =; 0.55; 0.70
2522; POMME DE TERRE Spunta Italie cat.I ;1.10; -0.25; 0.85; 1.25
2523; POMME DE TERRE Bintje France cat.I 60-75mm sac 10kg ;0.45; =; 0.40; 0.55
2524; POMME DE TERRE CHAIR FERME Agata France cat.I 50-75mm sac 10kg ;0.58; =; 0.50; 0.60
2525; POMME DE TERRE CHAIR FERME Amandine France cat.I 55-75mm carton 12,5kg ;1.25; =; 1.20; 1.30
2526; POMME DE TERRE CHAIR NORMALE Spunta primeur Italie lavée cat.I 35-50mm carton 12,5kg ;1.30; +0.05; 1.20; 1.30
2527; POMME DE TERRE Agata lavée cat.I 50-75mm filet 10kg consommation ;0.60; -0.10; 0.60; 0.70
2528; POMME DE TERRE CHAIR FERME Charlotte France lavée cat.I +35mm carton 12,5kg ;0.90; =; 0.80; 0.90
2529; POMME DE TERRE CHAIR FERME Charlotte France lavée cat.I grenaille carton 12,5kg ;1.20; =; 1.10; 1.20
2530; POMME DE TERRE CHAIR FERME peau rouge de conservation France lavée cat.I 35-55mm carton 12,5kg consommation ;1.00; =; 1.00; 1.00
2531; POMME DE TERRE CHAIR NORMALE div.var.cons de conservation France non lavée cat.II +60mm filet 25kg consommation ;0.40; =; 0.40; 0.45
2532; POMME DE TERRE div.var.cons France lavée cat.I 40-70mm filet 10kg consommation ;0.35; -0.05; 0.35; 0.40
2533; POMME DE TERRE div.var.cons France non lavée cat.I 40-75mm filet 10kg consommation ;0.30; =; 0.30; 0.35
2534; POMME DE TERRE basique div.var.cons France lavée cat.I 40-70mm sac 10kg consommation ;0.35; =; 0.25; 0.40
2535; POMME DE TERRE CHAIR FERME Celtiane France lavée cat.I carton 12,5kg ;1.05; =; 0.90; 1.30
2536; POMME DE TERRE CHAIR FERME chérie France lavée cat.I +35mm carton 12,5kg ;1.00; -0.05; 0.75; 1.20
2537; POMME DE TERRE CHAIR NORMALE Agata France lavée cat.I +50mm sac 15kg ;0.70; =; 0.55; 0.75
2538; POMME DE TERRE CHAIR NORMALE Amandine France lavée cat.I +35mm carton 12,5kg ;1.10; =; 1.00; 1.30
2539; POMME DE TERRE Monalisa Sud-Est cat.I 40-50mm sac 15kg ;0.55; =; 0.50; 0.65
2540; POMME DE TERRE Spunta Italie cat.I 40-75mm cagette ;1.10; =; 1.00; 1.30
2541; POMME DE TERRE basique div.var.cons France non lavée cat.I 40-70mm sac 10kg ;0.40; =; 0.30; 0.50
2542; POMME DE TERRE basique France lavée cat.I 40-70mm sac 10kg ;0.48; =; 0.40; 0.50
2543; POMME DE TERRE CHAIR FERME Charlotte France lavée cat.I carton 12,5kg ;0.75; =; 0.70; 0.80
2544; POMME DE TERRE CHAIR FERME Nicola primeur Maroc lavée cat.I 35-50mm sac 15kg ;0.90; =;  ;  
2545; POMME DE TERRE Sirtema primeur Noirmoutier cat.I +35mm cagette ;6.55; =; 6.50; 6.60
2546; POMME DE TERRE de conservation France biologique ;1.31; -0.03; 1.03; 1.63
2547; POMME DE TERRE primeur France biologique ;6.87;  ;  ;  
2548; POMME DE TERRE CHAIR FERME Amandine France lavée cat.I carton 12,5kg ;1.30; =; 1.20; 1.50
2549; POMME DE TERRE CHAIR FERME Charlotte France lavée cat.I carton 12,5kg ;1.20; =;  ;  
2550; POMME DE TERRE CHAIR FERME chérie France lavée cat.I carton 12,5kg ;1.25; =; 1.10; 1.30
2551; POMME DE TERRE CHAIR FERME Spunta Italie lavée cat.I sac 10kg ;1.20;  ;  ;  
2552; POMME DE TERRE CHAIR FERME Trésor France lavée cat.I sac 10kg ;0.65; =; 0.55; 0.70
2553; POMME DE TERRE FARINEUSE Agata France lavée cat.I carton 12,5kg ;0.85; =; 0.75; 1.00
2554; POMME DE TERRE FARINEUSE Bintje France lavée cat.I sac 10kg ;0.60; =; 0.40; 0.70
2555; POMME DE TERRE FARINEUSE Monalisa France lavée cat.I carton 12,5kg ;0.80; =; 0.70; 1.00
2556; POMME DE TERRE basique div.var.cons France lavée cat.I 40-70mm sac 10kg ;0.34; =; 0.32; 0.36
2557; POMME DE TERRE basique div.var.cons France non lavée cat.I 40-70mm sac 10kg ;0.20; =; 0.15; 0.22
2558; POMME DE TERRE CHAIR FERME Celtiane France lavée cat.I carton 12,5kg ;0.90; =; 0.85; 1.00
2559; POMME DE TERRE CHAIR FERME Charlotte France cat.I carton 12,5kg ;0.70; =; 0.60; 0.90
2560; POMME DE TERRE CHAIR FERME chérie France cat.I carton 12,5kg ;0.85; =; 0.80; 0.90
2561; POMME DE TERRE CHAIR FERME div.var.cons Noirmoutier lavée cat.I grenaille cagette ;8.50; =;  ;  
2562; POMME DE TERRE CHAIR FERME France lavée cat.I grenaille carton 12,5kg ;1.20; =; 0.90; 1.80
2563; POMME DE TERRE primeur Noirmoutier cat.I +35mm carton 12,5kg ;7.00; =; 6.50; 7.50
2564; POMME DE TERRE de conservation France biologique ;1.20; -0.03; 1.13; 1.25
2565; POMME DE TERRE CHAIR FERME Charlotte France cat.I 35-50mm carton 12,5kg ;1.15; =; 0.80; 1.45
2566; POMME DE TERRE CHAIR FERME Charlotte France cat.I +35mm filet 2,5kg ;0.60; =;  ;  
2567; POMME DE TERRE CHAIR FERME chérie de conservation France lavée cat.I +35mm filet 2,5kg consommation ;0.87; =; 0.80; 0.96
2568; POMME DE TERRE CHAIR NORMALE div.var.cons de conservation France lavée cat.I +35mm filet 2,5kg consommation ;0.73; =; 0.50; 0.86
2569; POMME DE TERRE CHAIR NORMALE div.var.cons France lavée cat.I filet 10kg consommation ;0.63; =; 0.55; 0.80
2570; POMME DE TERRE CHAIR NORMALE div.var.cons France lavée cat.I filet 5kg ;0.46; =; 0.30; 0.80
2571; POMME DE TERRE Spunta primeur Italie cat.I +35mm (les 100 kg) ;1.27; =; 0.66; 1.75
2572; POMME DE TERRE de conservation France biologique ;1.36; =; 1.14; 1.59
2573; POMME DE TERRE Agata France cat.I sac 10kg ;0.45; =; 0.40; 0.48
2574; POMME DE TERRE Spunta Italie cat.I carton 12,5kg ;1.10; =; 1.05; 1.30
2575; POMME DE TERRE CHAIR FERME div.var.cons primeur Chypre cat.I sac 25kg (les 25kg) ;23.50;  ; 22.00; 25.00
2576; POMME DE TERRE Sieglinde primeur Italie cat.I +35mm sac 25kg (les 25kg) ;31.00;  ; 30.00; 32.00
2577; POMME DE TERRE Spunta primeur Italie cat.I +35mm sac 25kg ;26.50;  ; 25.00; 28.00
2578; POMME DE TERRE basique div.var.cons Italie lavée cat.I 40-70mm consommation ;0.55; =;  ;  
2579; POMME DE TERRE div.var.cons primeur Chypre cat.I sac 25kg (les 25kg) ;22.00; -0.50; 21.00; 23.00
2580; POMME DE TERRE Nicola primeur Maroc cat.I +35mm sac 15kg (les 15kg) ;11.50; =; 11.00; 12.00
2581; POMME DE TERRE de conservation France biologique ;2.21; +0.04; 1.25; 2.95
2582; POMME DE TERRE de conservation France lavée sac 10kg ;0.42; +0.03; 0.24; 0.50
2583; POMME DE TERRE de conservation France lavée sac 5kg ;0.62; -0.02; 0.40; 0.90
2584; POMME DE TERRE de conservation France vrac ;1.57; +0.05; 1.19; 1.99
2585; POMME DE TERRE four, frites ou purée de conservation France filet 2,5kg ;1.05; +0.04; 0.80; 1.40
2586; POMME DE TERRE France biologique ;1.96; -0.01; 1.60; 2.63
2587; POMME DE TERRE vapeur ou rissolée de conservation France filet 2,5kg ;1.08; +0.05; 0.80; 1.40
2588; CHOU DE BRUXELLES Roussillon ;2.40; =;  ;  
2589; CHOU DE BRUXELLES Belgique cat.I ;1.17; -2.09;  ;  
2590; CHOU DE BRUXELLES France biologique ;6.67; -0.50; 5.75; 8.38
2591; CHOU DE BRUXELLES Belgique cat.I ;1.80; -0.05;  ;  
2592; CHOU DE BRUXELLES France cat.I ;2.15; =;  ;  
2593; CHOU DE BRUXELLES Pays-Bas cat.I ;3.00; =;  ;  
2594; CHOU DE BRUXELLES France biologique ;6.41; -0.40; 5.75; 7.68
2595; CHOU DE BRUXELLES Pays-Bas cat.I ;2.00; =; 1.60; 2.40
2596; MELON Charentais vert Maroc cat.I  650-800g colis de 15 ;1.80;  ; 1.50; 2.00
2597; MELON Charentais vert Maroc cat.I  950-1150g colis de 12 ;2.30; -0.50; 1.90; 2.50
2598; MELON Charentais vert Maroc cat.I  650-800g (la pièce) ;1.80; +0.15; 1.50; 2.10
2599; MELON Charentais vert Maroc cat.I  950-1150g (la pièce) ;2.10; +0.15; 1.65; 2.40
2600; MELON vert Import cat.I ;1.95; =;  ;  
2601; MELON Charentais vert Maroc cat.I  650-800g ;1.70; =; 1.50; 1.80
2602; MELON Charentais vert Maroc cat.I  800-950g ;2.00; =; 1.70; 2.10
2603; MELON Canari Brésil cat.I colis de 6 ;1.20; =;  ;  
2604; MELON vert Import cat.I colis de 5 ;1.20; =;  ;  
2605; MELON Charentais vert Maroc cat.I  800-950g colis de 12 (la pièce) ;1.85; =; 1.30; 2.65
2606; HARICOT VERT Coco plat Espagne biologique cat.I ;4.25; -0.20; 3.90; 4.80
2607; HARICOT VERT Espagne biologique cat.I ;4.35; -1.30;  ;  
2608; HARICOT VERT Coco plat Maroc cat.I fin colis 4kg ;1.20; =;  ;  
2609; HARICOT VERT Coco plat Maroc cat.I très fin colis 4kg ;1.40;  ;  ;  
2610; HARICOT VERT vert Maroc cat.I fin ;1.30; =;  ;  
2611; HARICOT VERT vert Maroc cat.I très fin ;1.60; =;  ;  
2612; HARICOT VERT Coco plat Maroc cat.I moyen ;1.70; =; 1.50; 2.50
2613; HARICOT VERT vert Kenya extra très fin ;6.50; =; 5.80; 6.60
2614; HARICOT VERT vert Maroc cat.I très fin ;3.50; =; 2.80; 4.10
2615; HARICOT VERT Coco plat Maroc cat.I ;2.95; -0.10; 2.60; 3.50
2616; HARICOT VERT Maroc cat.I fin ;3.20; -0.30; 2.60; 3.80
2617; HARICOT VERT vert Kenya cat.I extra fin colis 4kg ;6.70; =;  ;  
2618; HARICOT VERT vert Maroc cat.I très fin colis 5kg ;3.40;  ; 3.20; 3.60
2619; HARICOT VERT Coco plat Maroc cat.I moyen ;2.30; -0.15; 1.80; 2.50
2620; HARICOT VERT vert Maroc cat.I fin ;2.80; -0.10; 2.50; 3.00
2621; HARICOT VERT vert Kenya extra très fin ;6.40; =; 6.20; 6.80
2622; HARICOT VERT vert Maroc cat.I fin ;3.50; =; 3.00; 3.60
2623; HARICOT VERT vert Sénégal cat.I fin ;4.30; =; 4.20; 4.40
2624; HARICOT VERT Coco plat Import cat.I caisse ;3.85; +0.60; 3.50; 4.25
2625; HARICOT VERT Coco plat U.E. cat.I caisse ;5.50; +0.50;  ;  
2626; HARICOT VERT vert Import cat.I fin plateau ;3.85; +0.05; 3.50; 4.25
2627; HARICOT VERT vert U.E. cat.I fin plateau ;2.68; -0.05;  ;  
2628; HARICOT VERT Coco plat Maroc cat.I fin ;2.00; =; 1.80; 2.10
2629; HARICOT VERT vert Kenya extra très fin ;5.80; =; 5.50; 6.00
2630; HARICOT VERT vert Maroc cat.I très fin ;3.50; =; 3.00; 4.00
2631; HARICOT VERT Coco plat Maroc cat.I moyen ;1.71; =; 1.00; 2.60
2632; HARICOT VERT vert hors Fr. cat.I fin ;2.85; =; 2.15; 4.00
2633; HARICOT VERT Coco plat Maroc cat.I moyen ;1.90; =; 1.50; 2.20
2634; HARICOT VERT vert Maroc cat.I fin ;3.00; =; 2.80; 3.80
2635; HARICOT VERT Maroc cat.I fin ;4.50; +0.70;  ;  
2636; BETTERAVE ROUGE ronde cuite Rhône-Alpes moyenne colis 4kg ;1.30; =;  ;  
2637; BETTERAVE ROUGE crue Roussillon ;1.30; =;  ;  
2638; BETTERAVE ROUGE ronde crue Roussillon (la botte) ;1.50; =; 1.30; 1.50
2639; BETTERAVE ROUGE ronde crue France biologique ;1.45; =; 1.10; 1.88
2640; BETTERAVE ROUGE ronde crue France biologique ;1.74; +0.01; 1.25; 2.50
2641; BETTERAVE ROUGE ronde cuite Sud-Est sous vide sachet 500g ;1.70; =; 1.60; 1.80
2642; BETTERAVE ROUGE ronde cuite France paquet 500g sous vide ;1.40; +0.10; 1.30; 1.70
2643; BETTERAVE ROUGE ronde cuite France plateau ;2.00; =; 1.90; 2.10
2644; BETTERAVE ROUGE ronde crue France biologique ;1.51; -0.03; 1.30; 1.85
2645; BETTERAVE ROUGE ronde cuite France colis 5kg ;2.65; =;  ;  
2646; BETTERAVE ROUGE ronde cuite France ;1.90; =; 1.70; 2.00
2647; BETTERAVE ROUGE ronde crue France biologique ;1.65; =; 1.50; 1.73
2648; BETTERAVE ROUGE ronde crue France biologique ;1.60; =; 1.39; 1.82
2649; BETTERAVE ROUGE ronde crue France biologique ;3.14; -0.03; 2.49; 5.10
2650; ESTRAGON Import botte (les 10 bottes) ;4.50; =; 4.20; 5.00
2651; PASTÈQUE Sud-Ouest ;0.50; =; 0.50; 0.70
2652; TOPINAMBOUR ;1.80; =;  ;  
2653; TOPINAMBOUR Val de Loire plateau ;0.50; =; 0.50; 0.50
2654; TOPINAMBOUR Roussillon ;1.50; =;  ;  
2655; TOPINAMBOUR Centre-Ouest plateau ;0.70; =; 0.65; 0.95
2656; TOPINAMBOUR France biologique ;1.70; +0.01; 1.15; 2.20
2657; TOPINAMBOUR France biologique ;2.25; -0.05; 1.45; 3.55
2658; TOPINAMBOUR France ;1.45; =; 1.25; 1.50
2659; TOPINAMBOUR France ;1.90; =; 1.80; 2.00
2660; TOPINAMBOUR France plateau ;1.80; =;  ;  
2661; TOPINAMBOUR France plateau ;1.80; +0.05; 1.70; 2.00
2662; TOPINAMBOUR France plateau ;1.30; =; 1.20; 1.40
2663; TOPINAMBOUR France biologique ;1.91; -0.10; 1.45; 2.13
2664; TOPINAMBOUR France plateau ;2.05; -0.15;  ;  
2665; TOPINAMBOUR France ;1.40; =; 1.30; 1.50
2666; TOPINAMBOUR France biologique ;2.21; =; 2.05; 2.38
2667; TOPINAMBOUR France plateau ;1.30; =; 1.20; 1.80
2668; TOPINAMBOUR France biologique ;3.77; =; 3.06; 4.60
2669; POTIRON Muscade France biologique ;1.56; -0.10; 1.50; 1.85
2670; POTIRON Muscade France ;0.85; =;  ;  
2671; POTIRON Muscade Portugal ;0.80; =; 0.68; 0.85
2672; POTIRON Muscade Portugal ;0.80; =; 0.70; 0.90
2673; POTIRON Muscade France biologique ;1.50; =;  ;  
2674; POTIRON Portugal ;0.70; =; 0.55; 0.95
2675; CHOU FLEUR Manche couronné cat.I gros (la pièce) (qte:pièce(s)) ;2.16; -0.16; 2.11; 2.25
2676; CHOU FLEUR Manche couronné cat.II gros (la pièce) (qte:pièce(s)) ;1.03; -0.21; 0.95; 1.06
2677; CHOU FLEUR Manche couronné cat.I moyen (la pièce) (qte:pièce(s)) ;0.97; -0.08;  ;  
2678; CHOU FLEUR Bretagne couronné cat.I gros colis de 6 (les 6 pièces) ;14.19; +0.40; 13.52; 15.54
2679; CHOU FLEUR Bretagne couronné cat.I moyen colis de 8 (les 8 pièces) ;15.69; +0.75; 9.00; 16.78
2680; CHOU FLEUR Bretagne couronné cat.I petit colis de 11 (les 11 pièces) ;6.32; +0.82; 1.57; 6.58
2681; CHOU FLEUR Bretagne couronné cat.I gros colis de 6 (les 6 pièces) ;13.96; +0.37; 13.32; 14.97
2682; CHOU FLEUR Bretagne couronné cat.I moyen colis de 8 (les 8 pièces) ;15.20; +0.53; 14.21; 15.88
2683; CHOU FLEUR Bretagne couronné cat.I gros colis de 6 (les 6 pièces) ;13.99; +1.37; 12.41; 15.26
2684; CHOU FLEUR Bretagne couronné cat.I moyen colis de 8 (les 8 pièces) ;15.48; +2.22; 12.50; 16.79
2685; CHOU FLEUR Bretagne couronné cat.I petit colis de 11 (les 11 pièces) ;6.45; +1.04; 5.30; 7.47
2686; CHOU FLEUR Sud-Ouest couronné cat.I gros (les 6-8 pièces) ;10.00; +2.00;  ;  
2687; CHOU FLEUR Roussillon gros (la pièce) ;1.00; =; 0.90; 1.00
2688; CHOU FLEUR Roussillon moyen (la pièce) ;1.20; =;  ;  
2689; CHOU FLEUR Bretagne couronné cat.I gros (les 6 pièces) ;15.70; +0.20; 14.00; 16.70
2690; CHOU FLEUR Bretagne couronné cat.I moyen (les 8 pièces) ;17.60; +0.60; 17.00; 18.30
2691; CHOU FLEUR Manche couronné cat.I gros (les 6 pièces) ;15.10; =; 14.70; 15.50
2692; CHOU FLEUR France couronné biologique (la pièce) ;2.38; +0.22; 1.81; 2.74
2693; CHOU FLEUR Espagne cat.I gros (les 6 pièces) ;12.50; =;  ;  
2694; CHOU FLEUR France couronné biologique (la pièce) ;2.43; +0.19; 1.41; 3.12
2695; CHOU FLEUR Espagne couronné cat.I gros (les 6 pièces) ;14.00; +1.00; 13.50; 14.50
2696; CHOU FLEUR France couronné cat.I gros (les 6 pièces) ;19.00; +2.00; 17.50; 20.00
2697; CHOU FLEUR Espagne couronné cat.I (les 6 pièces) ;12.35; +1.85; 10.74; 14.00
2698; CHOU FLEUR France couronné cat.I gros (les 6 pièces) ;18.45; +8.25;  ;  
2699; CHOU FLEUR France couronné cat.I gros (les 6 pièces) ;16.50; +2.90; 15.00; 17.50
2700; CHOU FLEUR France cat.I gros (la pièce) ;2.40; +0.30; 2.10; 2.80
2701; CHOU FLEUR Espagne couronné cat.I moyen (les 6-8 pièces) ;12.50; +3.00; 10.00; 16.00
2702; CHOU FLEUR France couronné cat.I moyen (les 6-8 pièces) ;17.00; +4.00;  ;  
2703; CHOU FLEUR France couronné cat.I gros (les 6 pièces) ;14.00; +0.50; 13.80; 15.00
2704; CHOU FLEUR France couronné biologique (la pièce) ;2.58; +0.23; 2.25; 3.12
2705; CHOU FLEUR France couronné cat.I ;1.75; +0.05; 1.60; 1.80
2706; CHOU FLEUR hors Fr. couronné cat.I ;1.75; +0.05; 1.30; 2.20
2707; CHOU FLEUR France couronné cat.I gros (les 6 pièces) ;17.00; +1.00; 16.00; 18.00
2708; CHOU FLEUR France couronné biologique (la pièce) ;2.08; +0.19; 1.41; 2.37
2709; CHOU FLEUR France couronné cat.I gros (la pièce) ;2.46; =; 1.45; 3.05
2710; CHOU FLEUR France couronné biologique (la pièce) ;2.82; +0.41;  ;  
2711; CHOU FLEUR France couronné cat.I gros (les 6 pièces) ;17.00; +3.50; 17.00; 17.00
2712; CHOU FLEUR Italie couronné cat.I gros (les 6 pièces) ;14.50; +3.75; 14.00; 15.00
2713; CHOU FLEUR Italie couronné cat.I moyen (les 8 pièces) ;15.50; +3.50; 15.00; 16.00
2714; CHOU FLEUR Italie couronné cat.I ;1.20; =;  ;  
2715; CHOU FLEUR France couronné cat.I gros (les 6 pièces) ;15.00; +2.00; 14.00; 16.00
2716; CHOU FLEUR France couronné cat.I moyen (les 8 pièces) ;14.00; +1.00; 13.00; 15.00
2717; CHOU FLEUR Italie couronné cat.I gros (les 6 pièces) ;14.00; +3.00; 13.00; 15.00
2718; CHOU FLEUR Italie couronné cat.I moyen (les 8 pièces) ;13.50; +3.25; 12.00; 15.00
2719; CHOU FLEUR France couronné biologique (la pièce) ;3.16; +0.54; 1.99; 5.40
2720; CHOU FLEUR France (la pièce) ;3.09; +0.69; 2.49; 3.99
2721; CHOU FLEUR France biologique (la pièce) ;3.20; +0.12; 2.69; 3.60
2722; MENTHE France botte (les 10 bottes) ;3.50; =; 3.00; 3.80
2723; MENTHE Import botte (les 10 bottes) ;3.50; =; 3.00; 3.80
2724; IGNAME France ;3.50;  ;  ;  
2725; IGNAME Ghana bateau conteneur ;1.40; =; 1.30; 1.50
2726; CARAMBOLE Malaisie avion ;6.00; =;  ;  
2727; FENOUIL Roussillon moyen ;1.50; =;  ;  
2728; FENOUIL Sud-Est ;1.60; =;  ;  
2729; FENOUIL Méditerranée biologique moyen ;2.48; +0.01; 1.80; 3.00
2730; FENOUIL France biologique ;2.72; +0.01; 1.80; 3.00
2731; FENOUIL Espagne biologique ;1.55; =;  ;  
2732; FENOUIL Espagne cat.I ;0.80; =;  ;  
2733; FENOUIL France biologique ;3.39; +0.04; 2.50; 4.01
2734; FENOUIL U.E. biologique ;1.96; -0.08; 1.56; 2.50
2735; FENOUIL Italie ;1.10; =; 0.90; 1.45
2736; FENOUIL France ;2.10; =;  ;  
2737; FENOUIL Italie ;1.55; -0.05; 1.45; 1.71
2738; FENOUIL Italie moyen colis 5kg ;1.50; =; 1.30; 1.60
2739; FENOUIL Italie ;1.50; =; 1.40; 1.70
2740; FENOUIL Italie ;1.30; =; 1.10; 1.40
2741; FENOUIL Italie ;1.55; =; 1.50; 1.60
2742; FENOUIL France biologique ;3.61; -0.04; 3.46; 3.80
2743; FENOUIL U.E. biologique ;1.99; -0.02; 1.78; 2.15
2744; FENOUIL U.E. plateau ;1.40; =; 1.10; 1.60
2745; FENOUIL Italie ;1.30; =; 1.20; 1.50
2746; FENOUIL France biologique ;3.09; +0.12; 2.50; 3.58
2747; FENOUIL U.E. biologique ;1.92; -0.04; 1.70; 2.25
2748; FENOUIL U.E. ;1.60; =; 1.20; 2.00
2749; FENOUIL France biologique ;3.38; +0.29;  ;  
2750; FENOUIL Italie ;1.30; =; 1.00; 1.40
2751; FENOUIL France biologique ;4.22; -0.27; 2.89; 6.66
2752; FENOUIL U.E. biologique ;3.04; +0.34; 2.07; 4.70
2753; PATATE DOUCE France biologique ;1.97; -0.12; 1.90; 2.00
2754; PATATE DOUCE Espagne biologique ;1.80; +0.05; 1.60; 2.15
2755; PATATE DOUCE Espagne cat.I ;1.05; -0.05; 0.90; 1.20
2756; PATATE DOUCE France biologique ;2.90; +0.02; 2.60; 3.55
2757; PATATE DOUCE U.E. biologique ;2.11; +0.09; 1.80; 2.75
2758; PATATE DOUCE Espagne ;1.65; =; 1.50; 1.70
2759; PATATE DOUCE Espagne moyenne ;2.00; +0.35; 1.80; 2.20
2760; PATATE DOUCE Import ;1.90; =; 1.42; 2.14
2761; PATATE DOUCE Import ;1.90; =;  ;  
2762; PATATE DOUCE longue Espagne moyenne plateau ;1.75; =;  ;  
2763; PATATE DOUCE Import carton ;1.60; -0.10; 1.50; 1.70
2764; PATATE DOUCE Espagne moyenne ;1.85; =; 1.70; 1.90
2765; PATATE DOUCE Import carton ;1.90; =; 1.80; 2.10
