;Origine;libellé;Avril2020;Mai2020;Juin2020;Juil.2020;Août2020;Septe.2020;Octo.2020;Nove.2020;Déce.2020;Janv.2021;Févr.2021;Mars2021
3834;MIN de Rungis : fruits et légumes bio; PERSIL France biologique (la botte) ; 1.06; 1.11; 1.03; 1.07; 1.06; 1.07; 1.06; 1.07; 1.06; 1.11; 1.14; 1.12
3835;MIN de Strasbourg : fruits et légumes; PERSIL frisé France (le kg) ;  ;  ;  ;  ; 1.69; 1.67; 2.43; 2.43; 2.47;  ;  ;  
3836;MIN de Strasbourg : fruits et légumes; PERSIL frisé U.E. (le kg) ;  ; 3.44; 3.05; 2.89; 2.82; 2.52; 2.49; 2.55; 2.54; 2.51; 2.64; 2.64
3837;MIN de Strasbourg : fruits et légumes bio; PERSIL France biologique (la botte) ;  ;  ;  ;  ;  ;  ; 1.00; 1.04; 1.00; 1.00; 1.00; 0.99
3838;Cadran de Barfleur : légumes; POMME DE TERRE Europa Manche lavée cat.I (le kg) ;  ;  ;  ;  ; 0.20;  ;  ;  ;  ;  ;  ;  
3839;Cadran de Barfleur : légumes; POMME DE TERRE Lady Christl Manche lavée cat.I (le kg) ;  ;  ; 0.59; 0.34; 0.22;  ;  ;  ;  ;  ;  ;  
3840;Cadran de Barfleur : légumes; POMME DE TERRE Manche lavée cat.I (le kg) ;  ;  ;  ; 0.28; 0.20;  ;  ;  ;  ;  ;  ;  
3841;Marché de Lyon-Corbas carreau : fruits et légumes; POMME DE TERRE Agata Rhône-Alpes cat.I sac 10kg (le kg) ;  ;  ;  ;  ; 0.40; 0.40; 0.38; 0.38; 0.37; 0.34; 0.35; 0.35
3842;Marché de Lyon-Corbas carreau : fruits et légumes; POMME DE TERRE Agata Rhône-Alpes sac 10kg (le kg) ; 0.45; 0.45; 0.40; 0.37;  ;  ;  ;  ;  ;  ;  ;  
3843;Marché de Lyon-Corbas carreau : fruits et légumes; POMME DE TERRE Amandine Rhône-Alpes (le kg) ;  ;  ; 0.65; 0.52;  ;  ;  ;  ;  ;  ;  ;  
3844;Marché de Lyon-Corbas carreau : fruits et légumes; POMME DE TERRE CHAIR FERME Linzer délicatess Rhône-Alpes lavée cat.I 17-35mm (le kg) ; 6.11; 4.69; 2.74; 1.99; 2.21; 2.39; 1.90;  ;  ;  ;  ;  
3845;Marché de Lyon-Corbas carreau : fruits et légumes; POMME DE TERRE Linzer délicatess Rhône-Alpes cat.I +35mm (le kg) ;  ;  ; 1.46;  ; 1.30; 1.21; 1.20;  ;  ;  ;  ;  
3846;Marché de Perpignan carreau : fruits et légumes; POMME DE TERRE Béa Roussillon (le kg) ; 2.38; 1.83; 1.41; 1.00; 1.00; 1.00; 1.00;  ;  ;  ;  ;  
3847;Marché de Perpignan carreau : fruits et légumes; POMME DE TERRE Béa Roussillon grenaille (le kg) ; 2.89; 2.17; 2.04; 1.80; 1.62; 1.60;  ;  ;  ;  ;  ; 3.00
3848;Marché de Perpignan carreau : fruits et légumes; POMME DE TERRE Celtiane Roussillon (le kg) ;  ;  ; 1.20; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.21
3849;Marché de Perpignan carreau : fruits et légumes; POMME DE TERRE Charlotte Roussillon (le kg) ; 2.24; 1.80; 1.80;  ;  ;  ;  ;  ;  ;  ;  ;  
3850;Marché de Perpignan carreau : fruits et légumes; POMME DE TERRE Monalisa Roussillon (le kg) ; 2.20; 2.20; 1.70; 1.11; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10
3851;MIN d'Agen carreau : fruits et légumes; POMME DE TERRE CHAIR FERME Sud-Ouest lavée cat.I cagette (le kg) ;  ;  ; 0.75;  ; 1.02; 1.10; 1.10; 1.10;  ;  ;  ;  
3852;MIN d'Agen carreau : fruits et légumes; POMME DE TERRE CHAIR NORMALE Sud-Ouest lavée cat.I (le kg) ;  ;  ;  ; 0.80; 0.68; 0.77; 0.76;  ;  ;  ;  ;  
3853;MIN d'Agen carreau : fruits et légumes; POMME DE TERRE primeur Sud-Ouest lavée cat.I cagette (le kg) ;  ;  ; 1.53; 1.28; 1.40;  ;  ;  ;  ;  ;  ;  
3854;MIN de Cavaillon carreau : fruits et légumes; POMME DE TERRE primeur Sud-Est lavée (le kg) ;  ;  ;  ; 0.85;  ;  ;  ;  ;  ;  ;  ;  
3855;MIN de Cavaillon carreau : fruits et légumes; POMME DE TERRE Sud-Est lavée (le kg) ;  ;  ;  ;  ;  ; 0.60; 0.60; 0.60; 0.60; 0.60; 0.60; 0.60
3856;MIN de Châteaurenard carreau : fruits et légumes; POMME DE TERRE primeur Sud-Est lavée (le kg) ;  ; 1.60; 1.06; 0.75; 0.70; 0.66; 0.65; 1.17;  ;  ;  ;  
3857;Bassin Grand Est : fruits et légumes; POMME DE TERRE CHAIR FERME Charlotte de conservation Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ; 0.61;  ;  ;  ;  ; 0.66; 0.63; 0.67; 0.66; 0.61; 0.54; 0.53
3858;Bassin Grand Est : fruits et légumes;" POMME DE TERRE CHAIR FERME Charlotte ""Nouvelle récolte"" Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ";  ;  ;  ; 0.85; 0.69;  ;  ;  ;  ;  ;  ;  
3859;Bassin Grand Est : fruits et légumes;" POMME DE TERRE CHAIR FERME chérie ""Nouvelle récolte"" Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ";  ;  ;  ; 0.81;  ;  ;  ;  ;  ;  ;  ;  
3860;Bassin Grand Est : fruits et légumes; POMME DE TERRE CHAIR FERME div.var.cons Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ; 0.64;  ;  ;  ;  ; 0.67; 0.62; 0.60; 0.61; 0.58; 0.54; 0.54
3861;Bassin Grand Est : fruits et légumes;" POMME DE TERRE CHAIR FERME div.var.cons ""Nouvelle récolte"" Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ";  ;  ;  ; 0.88; 0.76;  ;  ;  ;  ;  ;  ;  
3862;Bassin Grand Est : fruits et légumes; POMME DE TERRE CHAIR FERME épiderme rouge div.var.cons Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ; 0.65;  ;  ;  ;  ; 0.69; 0.68; 0.70; 0.66; 0.69; 0.68; 0.64
3863;Bassin Grand Est : fruits et légumes;" POMME DE TERRE CHAIR FERME épiderme rouge ""Nouvelle récolte"" Alsace cat.I 35-55mm filet 2,5kg consommation (le kg) ";  ;  ;  ; 0.84; 0.79;  ;  ;  ;  ;  ;  ;  
3864;Bassin Grand Est : fruits et légumes; POMME DE TERRE CHAIR NORMALE div.var.cons Alsace lavée cat.I 35-55mm filet 10kg consommation (le kg) ;  ;  ;  ;  ;  ; 0.31; 0.29; 0.27; 0.25; 0.27; 0.28; 0.30
3865;Bassin Grand Est : fruits et légumes; POMME DE TERRE CHAIR NORMALE div.var.cons Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ; 0.52;  ;  ;  ;  ; 0.57; 0.50; 0.49; 0.48; 0.48; 0.48; 0.47
3866;Bassin Grand Est : fruits et légumes; POMME DE TERRE CHAIR NORMALE div.var.cons Alsace lavée cat.I 35-55mm filet 5kg consommation (le kg) ; 0.48;  ;  ;  ;  ; 0.39; 0.37; 0.32; 0.31; 0.33; 0.33; 0.32
3867;Bassin Grand Est : fruits et légumes;" POMME DE TERRE CHAIR NORMALE div.var.cons ""Nouvelle récolte"" Alsace lavée cat.I 35-55mm filet 2,5kg consommation (le kg) ";  ;  ;  ; 0.82; 0.71;  ;  ;  ;  ;  ;  ;  
3868;Bassin Grand Est : fruits et légumes;" POMME DE TERRE CHAIR NORMALE div.var.cons ""Nouvelle récolte"" Alsace lavée cat.I 35-55mm filet 5kg consommation (le kg) ";  ;  ;  ; 0.70; 0.54;  ;  ;  ;  ;  ;  ;  
3869;Bassins Sud-Est et Roussillon : fruits et légumes bio; POMME DE TERRE CHAIR NORMALE Méditerranée biologique (le kg) ;  ;  ;  ;  ; 1.45; 1.35; 1.29; 1.22; 1.12;  ;  ;  
3870;Bassins Sud-Est et Roussillon : fruits et légumes bio; POMME DE TERRE Monalisa Méditerranée biologique (le kg) ;  ;  ;  ;  ;  ;  ; 1.33;  ;  ;  ;  ;  
3871;Bassins Sud-Est et Roussillon : fruits et légumes bio; POMME DE TERRE primeur Méditerranée biologique (le kg) ; 4.60; 3.52; 2.43; 1.41;  ;  ;  ;  ;  ;  ;  ;  
3872;France : fruits et légumes bio - expédition; POMME DE TERRE de conservation France biologique (le kg) ; 1.22; 1.26; 1.29; 1.25; 1.20; 1.20; 1.16; 1.07; 1.03; 1.06; 1.17; 1.12
3873;France : fruits et légumes bio - expédition; POMME DE TERRE primeur France biologique (le kg) ; 3.41; 3.19; 2.38; 1.62; 1.30;  ;  ;  ;  ;  ;  ; 4.92
3874;France : pomme de terre; POMME DE TERRE Bintje France non lavée cat.II 40-75mm filet 10kg consommation (la tonne) ; 216.19; 208.82; 200.00;  ;  ; 140.00; 140.00; 140.00; 140.00; 140.00; 140.00; 140.00
3875;France : pomme de terre; POMME DE TERRE Bintje France non lavée cat.II 40-75mm filet 25kg consommation (la tonne) ; 206.19; 198.82; 190.00;  ;  ; 130.00; 130.00; 130.00; 130.00; 130.00; 130.00; 130.00
3876;France : pomme de terre; POMME DE TERRE Bintje France non lavée cat.II 50-75mm filet 10kg consommation (la tonne) ; 226.19; 218.82; 210.00;  ;  ; 150.00; 150.00; 150.00; 150.00; 150.00; 150.00; 150.00
3877;France : pomme de terre; POMME DE TERRE Bintje France non lavée cat.II 50-75mm filet 25kg consommation (la tonne) ; 216.19; 208.82; 200.00;  ;  ; 140.00; 141.67; 143.00; 140.00; 140.00; 140.00; 140.00
3878;France : pomme de terre; POMME DE TERRE CHAIR FERME Charlotte France lavée cat.I +35mm carton 12,5kg (la tonne) ; 650.00;  ;  ;  ;  ; 630.00; 630.00; 630.00; 630.00; 630.00; 620.50; 590.91
3879;France : pomme de terre; POMME DE TERRE CHAIR FERME Charlotte France lavée cat.I +35mm filet 2,5kg (la tonne) ; 620.00;  ;  ;  ;  ; 580.00; 580.00; 580.00; 586.88; 590.00; 582.00; 572.17
3880;France : pomme de terre; POMME DE TERRE CHAIR FERME div.var.cons France lavée cat.I +35mm carton 12,5kg (la tonne) ; 650.00; 670.59; 670.00;  ;  ; 603.75; 610.00; 610.00; 610.00; 610.00; 595.50; 580.00
3881;France : pomme de terre; POMME DE TERRE CHAIR FERME div.var.cons France lavée cat.I +35mm filet 2,5kg (la tonne) ; 630.00; 641.76; 640.00;  ;  ; 573.12; 570.00; 570.00; 570.00; 570.00; 566.00; 560.00
3882;France : pomme de terre; POMME DE TERRE CHAIR FERME épiderme rouge France lavée cat.I +35mm carton 12,5kg (la tonne) ; 650.00; 656.47; 660.00;  ;  ; 623.75; 630.00; 630.00; 611.25; 610.00; 603.50; 609.57
3883;France : pomme de terre; POMME DE TERRE CHAIR FERME épiderme rouge France lavée cat.I +35mm filet 2,5kg (la tonne) ; 640.00; 646.47; 650.00;  ;  ; 593.12; 590.00; 590.00; 590.00; 590.00; 586.00; 593.91
3884;France : pomme de terre; POMME DE TERRE CHAIR FERME peau jaune de conservation France non lavée-lavable cat.I 35-55mm big bag consommation (la tonne) ; 330.00;  ;  ;  ;  ; 248.33; 245.00; 250.00; 250.00; 241.33; 229.50; 215.38
3885;France : pomme de terre; POMME DE TERRE CHAIR FERME peau rouge de conservation France non lavée-lavable cat.I 35-55mm big bag consommation (la tonne) ; 350.00;  ;  ;  ;  ; 248.33; 245.00; 250.00; 250.00; 250.00; 262.00; 312.31
3886;France : pomme de terre; POMME DE TERRE CHAIR NORMALE Agata de conservation France lavée cat.I 50-75mm carton 12,5kg consommation (la tonne) ; 525.24; 615.88; 630.00;  ;  ; 490.62; 500.00; 500.00; 500.00; 500.00; 500.00; 509.13
3887;France : pomme de terre; POMME DE TERRE CHAIR NORMALE Agata de conservation France lavée cat.I 50-75mm filet 2,5kg consommation (la tonne) ; 525.24; 609.41; 620.00;  ;  ; 480.00; 480.00; 480.00; 480.00; 480.00; 480.00; 489.56
3888;France : pomme de terre; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 40-75mm filet 10kg (la tonne) ; 226.19; 217.65; 200.00;  ;  ; 162.00; 150.00; 150.00; 141.25; 140.00; 140.00; 140.00
3889;France : pomme de terre; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 40-75mm filet 25kg (la tonne) ; 216.19; 207.65; 190.00;  ;  ; 152.00; 138.33; 139.75; 131.25; 130.00; 130.00; 130.00
3890;France : pomme de terre; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 50-75mm filet 10kg (la tonne) ; 236.19; 227.65; 210.00;  ;  ; 172.00; 158.33; 159.75; 151.25; 150.00; 150.00; 150.00
3891;France : pomme de terre; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 50-75mm filet 25kg (la tonne) ; 226.19; 217.65; 200.00;  ;  ; 162.00; 148.33; 149.75; 141.25; 140.00; 140.00; 140.00
3892;France : pomme de terre; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée cat.II 60-75mm filet 25kg (la tonne) ; 326.19; 320.00; 320.00;  ;  ; 243.00; 244.00; 250.00; 242.86; 240.00; 228.50; 220.00
3893;France : pomme de terre; POMME DE TERRE div.var.cons France lavée cat.I 40-75mm filet 10kg consommation (la tonne) ; 329.05; 330.00; 330.00;  ;  ; 268.67; 270.00; 252.00; 250.00; 240.50; 231.50; 231.09
3894;France : pomme de terre; POMME DE TERRE div.var.cons France lavée cat.I 40-75mm filet 5kg consommation (la tonne) ; 339.05; 340.00; 340.00;  ;  ; 278.67; 280.00; 262.00; 260.00; 250.50; 241.50; 241.09
3895;France : pomme de terre; POMME DE TERRE div.var.cons France lavée cat.I 50-75mm filet 10kg consommation (la tonne) ; 339.05; 340.00; 340.00;  ;  ; 282.50; 280.00; 262.00; 260.00; 250.50; 241.50; 241.09
3896;France : pomme de terre; POMME DE TERRE div.var.cons France lavée cat.I 50-75mm filet 5kg consommation (la tonne) ; 349.05; 350.00; 350.00;  ;  ; 292.50; 290.00; 269.00; 270.00; 260.50; 251.50; 251.09
3897;France : pomme de terre - export; POMME DE TERRE Agata de conservation France lavée cat.I +50mm sac 15kg (le kg) ; 340.00;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3898;France : pomme de terre - export; POMME DE TERRE Agata France lavable cat.I 40-70mm sac 1tonne (la tonne) ; 364.00; 398.33;  ;  ;  ; 146.67; 166.00; 197.50; 200.00; 200.00; 200.00; 195.00
3899;France : pomme de terre - export; POMME DE TERRE Agata France lavée cat.I +40mm filet 10kg consommation (la tonne) ; 347.50; 353.33;  ;  ;  ; 260.00; 270.00; 252.50; 245.00; 245.00; 235.00; 230.00
3900;France : pomme de terre - export; POMME DE TERRE basique de conservation France lavée cat.II +50mm sac 15kg consommation (le kg) ;  ;  ;  ;  ;  ;  ;  ; 203.33; 195.00; 190.00; 195.00; 200.00
3901;France : pomme de terre - export; POMME DE TERRE basique de conservation France lavée cat.II +50mm sac 15kg consommation (la tonne) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 170.00
3902;France : pomme de terre - export; POMME DE TERRE basique div.var.cons de conservation France lavée cat.II +50mm sac 25kg consommation (la tonne) ; 330.00;  ;  ;  ;  ;  ; 190.00;  ; 215.00; 210.00; 205.00; 210.00
3903;France : pomme de terre - export; POMME DE TERRE CHAIR NORMALE Agata de conservation France lavée cat.I +50mm sac 25kg consommation (la tonne) ; 337.50; 340.00;  ;  ;  ; 255.00; 260.00; 242.50; 235.00; 235.00; 225.00; 220.00
3904;France : pomme de terre - export; POMME DE TERRE CHAIR NORMALE Monalisa France lavable cat.I +45mm sac 1tonne (la tonne) ;  ;  ;  ;  ;  ; 175.00; 180.00; 202.50; 210.00; 210.00; 202.50;  
3905;France : pomme de terre - export; POMME DE TERRE div.var.cons France lavable cat.I 40-70mm sac 1tonne (la tonne) ; 294.00; 286.67;  ;  ;  ; 143.33; 160.00; 170.00; 177.50; 180.00; 175.00; 170.00
3906;France : pomme de terre - export; POMME DE TERRE div.var.cons France non lavée cat.II 50-75mm sac 20kg (la tonne) ; 162.50;  ;  ;  ;  ;  ; 130.00; 140.00; 112.50; 110.00; 107.50; 90.00
3907;France : pomme de terre - export; POMME DE TERRE div.var.cons France non lavée-lavable cat.I +45mm big bag Fritable (la tonne) ; 290.00; 100.00;  ;  ;  ;  ; 125.00;  ; 150.00; 150.00; 180.00; 130.00
3908;France : pomme de terre - export; POMME DE TERRE div.var.cons France non lavée-non lavable cat.I +45mm big bag Fritable (la tonne) ; 90.00; 80.00;  ;  ;  ;  ;  ;  ; 90.00; 90.00; 90.00; 87.50
3909;France : pomme de terre - export; POMME DE TERRE épiderme rouge div.var.cons France lavable +45mm sac 1tonne (la tonne) ; 189.00; 186.67;  ;  ;  ; 160.00; 160.00; 160.00; 152.50; 150.00; 150.00; 150.00
3910;France : pomme de terre - export; POMME DE TERRE épiderme rouge div.var.cons France lavée cat.I +50mm filet 15kg (la tonne) ; 252.00; 242.50;  ;  ;  ;  ;  ; 203.33; 190.00; 182.50; 193.33; 190.00
3911;France : pomme de terre - export; POMME DE TERRE épiderme rouge France non lavée cat.II 50-75mm sac 20kg (la tonne) ; 140.00; 142.50;  ;  ;  ;  ;  ; 116.67; 100.00; 100.00; 105.00; 110.00
3912;France : pomme de terre - industrie; POMME DE TERRE Bintje France non lavée  ›=345g sous eau +35mm vrac Fritable (le kg) ;  ;  ; 30.00;  ;  ; 25.00; 38.67; 38.00;  ;  ;  ;  
3913;France : pomme de terre - industrie; POMME DE TERRE CHAIR NORMALE div.var.cons France non lavée 360g sous eau industrie Tout venant  35mm et + Fritable (la tonne) ;  ;  ; 30.00;  ;  ; 28.75; 30.00; 26.25; 25.00; 50.00; 57.50; 64.00
3914;France : pomme de terre - industrie; POMME DE TERRE Fontane France +35mm vrac Fritable (la tonne) ;  ;  ; 30.00;  ;  ; 28.75; 37.50; 28.75; 25.00; 50.00; 57.50; 64.00
3915;France : fruits et légumes bio - import; POMME DE TERRE CHAIR FERME Nicola Espagne lavée biologique cat.I +35mm carton 10kg (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.05
3916;France : fruits et légumes bio - grossistes; POMME DE TERRE de conservation France biologique (le kg) ; 1.40; 1.50; 1.49; 1.58; 1.65; 1.55; 1.44; 1.36; 1.28; 1.32; 1.30; 1.30
3917;France : fruits et légumes bio - grossistes; POMME DE TERRE primeur France biologique (le kg) ; 4.82; 3.81; 3.04; 2.04; 1.73;  ;  ;  ;  ;  ;  ; 6.97
3918;France : fruits et légumes bio - grossistes; POMME DE TERRE primeur U.E. biologique (le kg) ; 1.79; 1.75; 1.65; 1.47; 1.38;  ;  ;  ;  ;  ;  ; 1.40
3919;Marché de Berlin : fruits et légumes; POMME DE TERRE Berber primeur Allemagne cat.I +35mm sac 25kg (les 25kg) ;  ; 23.00; 23.50; 15.20; 11.50;  ;  ;  ;  ;  ;  ;  
3920;Marché de Berlin : fruits et légumes; POMME DE TERRE CHAIR FERME div.var.cons primeur Allemagne cat.I +35mm sac 25kg (le kg) ;  ;  ; 23.50; 15.70; 13.00;  ;  ;  ;  ;  ;  ;  
3921;Marché de Berlin : fruits et légumes; POMME DE TERRE CHAIR FERME div.var.cons primeur Chypre cat.I sac 25kg (le kg) ; 27.40; 26.50;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3922;Marché de Berlin : fruits et légumes; POMME DE TERRE CHAIR FERME div.var.cons primeur Chypre cat.I sac 25kg (les 25kg) ;  ; 24.50; 24.12;  ;  ;  ;  ;  ;  ;  ;  ; 23.50
3923;Marché de Berlin : fruits et légumes; POMME DE TERRE Nicola primeur Maroc cat.I +35mm sac 15kg (les 15kg) ; 12.70; 11.50;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3924;Marché de Berlin : fruits et légumes; POMME DE TERRE Sieglinde primeur Italie cat.I +35mm sac 25kg (les 25kg) ;  ; 20.50; 19.88; 15.00; 11.50;  ;  ;  ;  ;  ;  ; 31.00
3925;Marché de Berlin : fruits et légumes; POMME DE TERRE Sieglinde primeur Italie cat.I +35mm sac 25kg (le kg) ; 29.25; 24.83;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3926;Marché de Berlin : fruits et légumes; POMME DE TERRE Spunta primeur Chypre cat.I +35mm sac 25kg (les 25kg) ; 23.00;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3927;Marché de Berlin : fruits et légumes; POMME DE TERRE Spunta primeur Italie cat.I +35mm sac 25kg (le kg) ;  ; 20.00; 19.25; 13.10; 11.00;  ;  ;  ;  ;  ;  ; 26.50
3928;Marché de Bologne : fruits et légumes; POMME DE TERRE basique div.var.cons Italie lavée cat.I 40-70mm consommation (le kg) ;  ; 0.55; 0.55;  ; 0.55; 0.55; 0.55; 0.55; 0.55; 0.55; 0.55; 0.55
3929;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE Agata France lavée cat.I 50-75mm sac 10kg (le kg) ; 0.56; 0.65; 0.65; 0.64; 0.57; 0.49; 0.45; 0.45; 0.45; 0.44; 0.44; 0.43
3930;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE CHAIR FERME Celtiane France lavée cat.I carton 12,5kg (le kg) ; 0.96; 0.95; 1.55; 1.42; 1.23; 0.96; 0.95; 0.92; 0.93; 0.95; 0.95; 0.95
3931;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE CHAIR FERME Charlotte France cat.I carton 12,5kg (le kg) ; 0.92; 0.90; 1.05; 1.27; 1.02; 0.91; 0.88; 0.86; 0.86; 0.86; 0.84; 0.85
3932;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE CHAIR FERME Linzer délicatess France lavée cat.I 17-35mm (le kg) ;  ; 5.10; 3.83; 3.48; 3.40; 3.51; 3.40;  ;  ;  ;  ;  
3933;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE CHAIR FERME Linzer délicatess France lavée cat.I 28-35mm (le kg) ;  ; 3.54; 2.64; 1.94; 1.86; 1.82; 1.80;  ;  ;  ;  ;  
3934;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE CHAIR FERME Linzer délicatess France lavée cat.I +35mm (le kg) ;  ; 2.43; 1.54; 1.07; 1.06; 1.00; 1.00;  ;  ;  ;  ;  
3935;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE CHAIR FERME Spunta Italie cat.II (le kg) ;  ;  ; 0.63; 0.60; 0.55; 0.53;  ;  ;  ;  ;  ; 1.10
3936;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE chérie France cat.I carton 12,5kg (le kg) ; 0.92; 0.92; 1.11; 1.43; 1.15; 0.93; 0.90; 0.89; 0.89; 0.90; 0.89; 0.90
3937;Marché de Lyon-Corbas : fruits et légumes; POMME DE TERRE div.var.cons France non lavée cat.II 60-75mm sac 10kg (le kg) ; 0.38; 0.31; 0.28; 0.29; 0.32; 0.32; 0.29; 0.28; 0.28; 0.28; 0.28; 0.28
3938;Marché de Munich : fruits et légumes; POMME DE TERRE Berber primeur Allemagne cat.I +35mm sac 25kg (les 25kg) ;  ; 24.00; 21.83; 14.00; 11.08;  ;  ;  ;  ;  ;  ;  
3939;Marché de Munich : fruits et légumes; POMME DE TERRE CHAIR FERME div.var.cons primeur Allemagne cat.I +35mm sac 25kg (les 25kg) ;  ; 25.00; 24.00; 14.35; 11.08;  ;  ;  ;  ;  ;  ;  
3940;Marché de Munich : fruits et légumes; POMME DE TERRE CHAIR NORMALE Nicola primeur Italie lavée cat.I sac 25kg (les 25kg) ;  ; 17.58; 13.75; 12.70;  ;  ;  ;  ;  ;  ;  ;  
3941;Marché de Munich : fruits et légumes; POMME DE TERRE CHAIR NORMALE Sieglinde primeur Italie lavée cat.I sac 25kg (les 25kg) ;  ;  ;  ; 13.65; 13.25;  ;  ;  ;  ;  ;  ;  
3942;Marché de Munich : fruits et légumes; POMME DE TERRE CHAIR NORMALE Spunta primeur Italie lavée cat.I carton 12,5kg (les 12,5kg) ;  ;  ;  ; 12.85;  ;  ;  ;  ;  ;  ;  ;  
3943;Marché de Munich : fruits et légumes; POMME DE TERRE div.var.cons primeur Chypre cat.I sac 25kg (les 25kg) ; 27.88; 26.25; 24.83;  ;  ;  ;  ;  ;  ;  ;  ; 22.17
3944;Marché de Munich : fruits et légumes; POMME DE TERRE Nicola primeur Maroc cat.I +35mm sac 15kg (les 15kg) ; 10.62; 10.50;  ;  ;  ;  ;  ;  ;  ;  ;  ; 11.50
3945;Marché de Munich : fruits et légumes; POMME DE TERRE Spunta primeur Chypre cat.I +35mm sac 25kg (les 25kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 19.50
3946;MIN d'Avignon-Cavaillon : fruits et légumes; POMME DE TERRE Adora primeur France carton 10kg (le kg) ;  ;  ;  ; 0.80; 0.82;  ;  ;  ;  ;  ;  ;  
3947;MIN d'Avignon-Cavaillon : fruits et légumes; POMME DE TERRE Agata France lavée cat.I carton 12,5kg (le kg) ; 0.86; 0.88; 0.86; 1.06; 0.97; 0.81; 0.76; 0.72; 0.71; 0.70; 0.70; 0.70
3948;MIN d'Avignon-Cavaillon : fruits et légumes; POMME DE TERRE Amandine France lavée cat.I carton 12,5kg (le kg) ; 1.29; 1.25;  ;  ;  ; 1.20; 1.20; 1.20; 1.20; 1.20; 1.20; 1.20
3949;MIN d'Avignon-Cavaillon : fruits et légumes; POMME DE TERRE Bintje France cat.I +50mm sac 10kg (le kg) ; 0.54; 0.48; 0.45; 0.45; 0.46; 0.42; 0.42; 0.45; 0.40; 0.38; 0.35; 0.36
3950;MIN d'Avignon-Cavaillon : fruits et légumes; POMME DE TERRE CHAIR FERME chérie France lavée cat.I carton 12,5kg (le kg) ; 1.15; 1.15; 1.12; 1.23; 1.17; 1.16; 1.12; 1.10; 1.05; 1.05; 1.00; 1.00
3951;MIN d'Avignon-Cavaillon : fruits et légumes; POMME DE TERRE Monalisa France cat.I +50mm sac 10kg (le kg) ; 0.74; 0.68; 0.65; 0.73; 0.73; 0.67; 0.68; 0.64; 0.65; 0.65; 0.60; 0.60
3952;MIN d'Avignon-Cavaillon : fruits et légumes; POMME DE TERRE Spunta Italie cat.I (le kg) ; 1.26; 1.25; 0.97; 0.82; 0.73; 0.66; 0.60;  ;  ;  ;  ; 1.29
3953;MIN de Bordeaux-Brienne : fruits et légumes; POMME DE TERRE Bintje France cat.I 60-75mm sac 10kg (le kg) ;  ;  ;  ; 0.58; 0.63; 0.58; 0.50; 0.50; 0.50; 0.50; 0.48; 0.45
3954;MIN de Bordeaux-Brienne : fruits et légumes; POMME DE TERRE CHAIR FERME Agata France cat.I 50-75mm sac 10kg (le kg) ;  ;  ;  ; 0.84; 0.75; 0.68; 0.63; 0.64; 0.56; 0.56; 0.59; 0.59
3955;MIN de Bordeaux-Brienne : fruits et légumes; POMME DE TERRE CHAIR FERME Amandine France cat.I 55-75mm carton 12,5kg (le kg) ;  ;  ;  ; 1.70; 1.64; 1.37; 1.40; 1.36; 1.35; 1.30; 1.25; 1.31
